Num_Acc,senc,catv,occutc,obs,obsm,choc,manv,num_veh
201600022998,1.0,7,0,0.0,1.0,1.0,1.0,A01
200700026591,0.0,10,0,0.0,2.0,1.0,1.0,B02
200900043916,0.0,7,0,0.0,2.0,1.0,2.0,B01
201500054646,0.0,10,0,0.0,2.0,1.0,2.0,A01
201600028698,2.0,7,0,0.0,1.0,1.0,1.0,A01
201200004054,0.0,7,0,0.0,2.0,2.0,1.0,B02
201500003989,0.0,7,0,0.0,2.0,1.0,1.0,A01
201100031159,0.0,7,0,0.0,1.0,3.0,0.0,A01
200800030199,0.0,7,0,0.0,2.0,2.0,15.0,A01
201300022221,0.0,7,0,0.0,2.0,3.0,1.0,A01
200800071814,0.0,7,0,0.0,4.0,8.0,1.0,A01
200500050898,0.0,4,0,0.0,2.0,1.0,1.0,A01
200900021141,0.0,33,0,8.0,0.0,1.0,1.0,A01
200800030486,0.0,7,0,0.0,2.0,2.0,1.0,B02
201400031064,0.0,1,0,0.0,0.0,6.0,2.0,A01
200800034320,0.0,7,0,0.0,0.0,6.0,2.0,B01
200800012810,0.0,7,0,0.0,2.0,1.0,1.0,B01
200600017515,0.0,7,0,0.0,1.0,2.0,0.0,A01
200800073495,0.0,7,0,0.0,2.0,3.0,15.0,A01
200900011423,0.0,7,0,0.0,2.0,1.0,1.0,A01
200600070648,0.0,10,0,0.0,0.0,4.0,2.0,B01
200600037931,0.0,7,0,0.0,1.0,3.0,1.0,A01
200800059627,0.0,2,0,0.0,0.0,0.0,1.0,B01
200800074929,0.0,7,0,0.0,2.0,8.0,1.0,A01
201000043291,0.0,7,0,0.0,0.0,4.0,2.0,B01
200600007590,0.0,7,0,0.0,2.0,1.0,2.0,A01
200800073655,0.0,33,0,0.0,2.0,1.0,1.0,B01
200600083783,0.0,5,0,0.0,2.0,1.0,1.0,B01
200900002875,0.0,7,0,0.0,2.0,8.0,1.0,B01
201000039304,0.0,20,0,0.0,2.0,4.0,2.0,B01
200500057769,0.0,7,0,0.0,2.0,5.0,15.0,A01
200900058579,0.0,33,0,0.0,0.0,0.0,0.0,A01
201200001295,0.0,30,0,0.0,2.0,1.0,1.0,B02
201500001944,0.0,7,0,0.0,1.0,2.0,1.0,A01
200500048180,0.0,1,0,0.0,2.0,4.0,15.0,B02
201100058053,0.0,30,0,0.0,2.0,1.0,1.0,A01
200500050399,0.0,4,0,0.0,2.0,1.0,1.0,B01
200900038900,0.0,7,0,13.0,0.0,9.0,1.0,A01
200700060600,0.0,7,0,0.0,0.0,4.0,21.0,D04
201200011277,0.0,40,0,0.0,1.0,3.0,1.0,A01
200900059237,1.0,30,0,0.0,1.0,1.0,16.0,A01
200800050044,0.0,13,0,0.0,1.0,4.0,4.0,A01
200600057605,0.0,7,0,0.0,2.0,1.0,1.0,B01
201100020690,0.0,7,0,0.0,2.0,8.0,24.0,B01
200700076115,0.0,7,0,0.0,2.0,4.0,2.0,B02
201500006619,0.0,7,0,0.0,2.0,2.0,1.0,B02
201500019982,0.0,7,0,3.0,2.0,6.0,21.0,C03
200900032957,0.0,33,0,0.0,2.0,1.0,1.0,B01
201000006461,0.0,7,0,0.0,2.0,2.0,15.0,A01
200800004899,0.0,7,0,0.0,2.0,1.0,2.0,A01
201500058498,0.0,7,0,0.0,2.0,7.0,15.0,A01
201000054491,0.0,33,0,15.0,2.0,1.0,1.0,A01
201200044986,0.0,7,0,0.0,2.0,7.0,15.0,A01
200900032249,0.0,15,0,0.0,2.0,1.0,1.0,B02
201400051625,1.0,7,0,0.0,0.0,1.0,2.0,B01
200500082833,0.0,7,0,0.0,2.0,2.0,12.0,B01
201400058128,0.0,32,0,0.0,2.0,2.0,1.0,A01
200600024075,0.0,1,0,0.0,2.0,1.0,6.0,A01
200700042693,0.0,7,0,0.0,1.0,2.0,1.0,A01
201600001483,1.0,10,0,0.0,2.0,8.0,10.0,A01
200900071016,0.0,7,0,0.0,2.0,2.0,14.0,A01
201500056470,0.0,31,0,0.0,2.0,5.0,3.0,A01
201500026570,0.0,7,0,1.0,0.0,0.0,0.0,B01
201300019701,0.0,3,0,0.0,2.0,3.0,15.0,A01
201000005745,0.0,33,0,0.0,0.0,8.0,15.0,A01
201500057926,0.0,7,0,0.0,0.0,4.0,2.0,B01
201500040427,0.0,7,0,0.0,9.0,1.0,15.0,A01
200700055276,0.0,30,0,0.0,2.0,1.0,1.0,B01
201000064049,0.0,7,0,0.0,2.0,9.0,23.0,B01
200600046994,0.0,7,0,0.0,0.0,7.0,15.0,B02
200600054331,0.0,7,0,0.0,2.0,3.0,3.0,A01
201000059361,0.0,7,0,0.0,0.0,6.0,2.0,B01
201100053487,0.0,33,0,0.0,2.0,1.0,2.0,B01
200600061066,0.0,7,0,0.0,1.0,1.0,20.0,A01
201100007768,0.0,7,0,6.0,0.0,3.0,19.0,A01
200800047797,0.0,33,0,0.0,2.0,2.0,13.0,A01
201600036942,1.0,34,0,0.0,2.0,4.0,2.0,B01
200700020299,0.0,7,0,0.0,2.0,3.0,1.0,B02
201300045634,0.0,7,0,0.0,2.0,7.0,19.0,A01
200600038582,0.0,7,0,0.0,2.0,3.0,0.0,B01
201000006654,0.0,31,0,13.0,0.0,1.0,1.0,A01
201300024451,0.0,7,0,0.0,2.0,3.0,1.0,B01
200600015295,0.0,7,0,0.0,0.0,6.0,24.0,B01
201100028607,0.0,7,0,0.0,2.0,5.0,1.0,B01
201300020964,0.0,7,0,0.0,2.0,2.0,15.0,A01
200500012561,0.0,7,0,6.0,0.0,1.0,21.0,A01
201000028084,0.0,7,0,5.0,0.0,0.0,0.0,A01
201200050713,0.0,33,0,0.0,2.0,1.0,1.0,A01
200500019332,0.0,7,0,0.0,2.0,1.0,15.0,A01
201400038014,0.0,30,0,0.0,2.0,2.0,0.0,A01
201300047159,0.0,7,0,0.0,0.0,4.0,2.0,C01
200500058255,0.0,2,0,0.0,2.0,6.0,1.0,A01
201400013483,0.0,33,0,0.0,0.0,1.0,21.0,A01
200600033951,1.0,30,0,0.0,1.0,1.0,1.0,A01
200700008553,0.0,10,0,7.0,0.0,1.0,1.0,A01
200800028002,0.0,7,0,0.0,2.0,1.0,17.0,A01
201200061765,0.0,33,0,0.0,2.0,1.0,17.0,A01
200500027617,0.0,7,0,0.0,1.0,1.0,15.0,A01
200800045881,1.0,7,0,0.0,1.0,1.0,2.0,A01
201100031178,0.0,7,0,0.0,2.0,4.0,2.0,C01
200500080853,0.0,10,0,0.0,1.0,1.0,1.0,A01
200900025419,0.0,7,0,0.0,2.0,2.0,15.0,B01
201400015746,0.0,7,0,0.0,2.0,4.0,1.0,C01
200600050489,0.0,7,0,0.0,2.0,0.0,0.0,B01
200900024381,0.0,33,0,0.0,2.0,3.0,21.0,B02
200500053670,0.0,7,0,0.0,0.0,6.0,24.0,A01
201300017781,0.0,7,0,0.0,1.0,3.0,5.0,A01
201400014714,0.0,32,0,0.0,2.0,1.0,17.0,A01
200900059218,0.0,7,0,0.0,2.0,3.0,15.0,A01
201500005523,0.0,7,0,0.0,2.0,3.0,1.0,A01
200500058043,0.0,7,0,0.0,2.0,4.0,2.0,B01
201100027248,0.0,33,0,0.0,0.0,7.0,1.0,A01
201600051565,0.0,2,0,0.0,2.0,2.0,16.0,A01
201500007005,0.0,7,0,0.0,2.0,1.0,1.0,A01
200500024030,0.0,7,0,0.0,2.0,2.0,15.0,A01
200600031944,0.0,7,0,14.0,0.0,3.0,1.0,A01
200600024103,0.0,7,0,0.0,2.0,6.0,1.0,B02
201100039753,0.0,7,0,0.0,2.0,3.0,1.0,A01
200800071961,0.0,7,0,0.0,2.0,1.0,1.0,A01
201000050958,0.0,7,0,0.0,2.0,1.0,15.0,A01
201200054004,0.0,1,0,0.0,2.0,7.0,1.0,A01
200600058590,0.0,2,0,0.0,2.0,1.0,1.0,B02
201400046537,0.0,7,0,0.0,2.0,9.0,2.0,C01
200500041464,0.0,1,0,0.0,2.0,1.0,13.0,B02
200800026910,0.0,7,0,0.0,0.0,4.0,1.0,A01
201100037931,0.0,7,0,0.0,2.0,4.0,1.0,C01
201500027958,0.0,7,0,0.0,1.0,2.0,1.0,A01
201000022367,0.0,30,0,0.0,2.0,1.0,1.0,B01
201600049725,1.0,7,0,0.0,2.0,1.0,2.0,A01
201600053714,2.0,1,0,0.0,2.0,2.0,1.0,B01
200700037606,0.0,7,0,0.0,2.0,4.0,1.0,C01
200700055665,0.0,7,0,0.0,2.0,1.0,1.0,A01
201000042370,0.0,14,0,0.0,1.0,1.0,1.0,A01
200500059168,0.0,7,0,0.0,2.0,4.0,2.0,B01
201100048031,0.0,10,0,0.0,2.0,1.0,2.0,A01
201500023000,0.0,10,0,0.0,2.0,1.0,0.0,A01
201200034362,0.0,7,0,0.0,9.0,1.0,1.0,C01
201200040875,0.0,7,0,0.0,2.0,1.0,1.0,A01
201300039237,2.0,7,0,0.0,0.0,0.0,0.0,A01
201300019174,0.0,10,0,3.0,0.0,0.0,14.0,A01
201300045624,0.0,7,0,0.0,2.0,4.0,2.0,A01
201500039966,0.0,3,0,0.0,0.0,0.0,2.0,F01
201300036317,0.0,7,0,0.0,2.0,3.0,9.0,A01
201000028885,0.0,7,0,0.0,1.0,1.0,1.0,A01
201200020158,0.0,7,0,0.0,2.0,3.0,5.0,A01
200600007818,0.0,7,0,0.0,1.0,3.0,15.0,A01
200700016082,0.0,4,0,0.0,1.0,1.0,1.0,A01
201500057448,0.0,7,0,0.0,2.0,4.0,1.0,B01
200900058126,0.0,10,0,0.0,2.0,2.0,2.0,B01
200600018210,0.0,2,0,6.0,0.0,1.0,1.0,A01
201200009844,0.0,7,0,8.0,0.0,9.0,17.0,A01
200700052750,0.0,7,0,2.0,0.0,7.0,13.0,A01
200500037507,0.0,7,0,0.0,0.0,6.0,2.0,D01
201200014649,1.0,7,0,0.0,0.0,0.0,0.0,Z01
200500028331,0.0,7,0,0.0,2.0,4.0,23.0,B01
201500040088,0.0,7,0,0.0,0.0,4.0,23.0,B01
200800006389,0.0,7,0,13.0,2.0,3.0,13.0,A01
200600054493,0.0,2,0,0.0,0.0,1.0,1.0,A01
201600023215,1.0,7,0,0.0,2.0,1.0,13.0,A01
200600015762,0.0,2,0,0.0,2.0,1.0,19.0,B02
200600063593,0.0,7,0,0.0,2.0,3.0,10.0,A01
200500032025,0.0,7,0,0.0,9.0,1.0,1.0,C01
200600033289,0.0,7,0,0.0,2.0,1.0,0.0,B01
201000010967,0.0,7,0,0.0,2.0,1.0,1.0,B02
200900033030,0.0,7,0,0.0,1.0,2.0,1.0,A01
200500047109,0.0,5,0,0.0,2.0,4.0,1.0,B01
201400005586,0.0,33,0,0.0,0.0,8.0,1.0,A01
201200029686,0.0,7,0,0.0,2.0,4.0,1.0,B01
200500052728,0.0,7,0,0.0,2.0,2.0,1.0,A01
201500009947,0.0,7,0,0.0,2.0,2.0,1.0,A01
201600010989,1.0,7,0,12.0,2.0,2.0,1.0,B01
201400005611,0.0,7,0,0.0,2.0,2.0,15.0,A01
200900048966,0.0,7,0,0.0,2.0,2.0,1.0,A01
201400011096,0.0,10,0,0.0,2.0,1.0,1.0,B01
200900023532,0.0,30,0,1.0,0.0,1.0,16.0,A01
201100038486,0.0,7,0,2.0,0.0,1.0,1.0,A01
200700022062,0.0,7,0,0.0,2.0,1.0,1.0,B01
200600074108,0.0,10,0,0.0,2.0,4.0,17.0,B02
201200008616,0.0,32,0,0.0,0.0,1.0,1.0,B02
200500024309,0.0,7,0,0.0,2.0,8.0,0.0,B02
200500012706,0.0,5,0,0.0,0.0,8.0,19.0,B02
201300023586,0.0,37,1,0.0,4.0,7.0,9.0,A01
201300002655,0.0,7,0,0.0,2.0,3.0,1.0,B02
200600023042,0.0,5,0,0.0,2.0,7.0,7.0,A01
200800046357,0.0,1,0,0.0,2.0,8.0,0.0,B02
200800067416,0.0,7,0,0.0,2.0,1.0,2.0,B01
201300008855,0.0,7,0,13.0,0.0,3.0,1.0,A01
201400011584,0.0,7,0,14.0,0.0,1.0,1.0,A01
201600046239,1.0,7,0,0.0,2.0,8.0,11.0,B01
200700069071,0.0,7,0,0.0,2.0,3.0,9.0,A01
201600059011,1.0,7,0,0.0,2.0,4.0,2.0,A01
200700009847,0.0,2,0,0.0,0.0,0.0,21.0,A01
200500076191,0.0,7,0,0.0,2.0,5.0,15.0,A01
201000005370,0.0,21,0,0.0,2.0,1.0,0.0,B02
201400020229,0.0,7,0,0.0,2.0,4.0,1.0,C01
200800048198,0.0,33,0,0.0,2.0,8.0,1.0,B02
201500024919,0.0,2,0,0.0,2.0,5.0,1.0,A01
201000002887,0.0,3,0,0.0,0.0,4.0,1.0,B01
201400033005,0.0,2,0,0.0,2.0,1.0,2.0,A01
200700037756,0.0,33,0,0.0,2.0,4.0,2.0,B01
201600016543,0.0,32,0,0.0,2.0,5.0,17.0,A01
201200058437,0.0,30,0,0.0,2.0,2.0,1.0,B01
200500028984,0.0,7,0,0.0,1.0,3.0,7.0,A01
201600026972,2.0,7,0,0.0,2.0,0.0,0.0,B01
200600000194,0.0,7,0,0.0,2.0,0.0,15.0,A01
200600065471,0.0,7,0,4.0,0.0,1.0,1.0,A01
201400057498,1.0,7,0,0.0,1.0,1.0,1.0,Z01
200800058946,0.0,7,0,0.0,1.0,2.0,1.0,A01
200900055546,0.0,7,0,0.0,2.0,5.0,2.0,B01
200500046581,0.0,7,0,0.0,2.0,3.0,1.0,B01
200700019398,0.0,10,0,0.0,2.0,1.0,1.0,B02
201300053524,0.0,32,0,0.0,2.0,8.0,3.0,B01
201200001515,0.0,7,0,2.0,0.0,1.0,1.0,A01
201400011690,0.0,7,0,0.0,2.0,1.0,1.0,B02
200800071880,0.0,7,0,0.0,2.0,2.0,15.0,A01
200800017161,0.0,7,0,0.0,2.0,3.0,5.0,A01
201200057900,0.0,30,0,0.0,2.0,3.0,1.0,A01
201300049332,0.0,7,0,0.0,2.0,8.0,22.0,A01
200600019261,0.0,7,0,0.0,2.0,1.0,1.0,A01
200600062222,0.0,7,0,0.0,2.0,1.0,1.0,A01
200500008941,0.0,1,0,0.0,2.0,2.0,1.0,A01
201600048586,1.0,30,0,0.0,2.0,1.0,2.0,A01
201400002278,0.0,7,0,5.0,0.0,2.0,1.0,A01
200500087433,0.0,2,0,0.0,2.0,1.0,21.0,B02
201000010289,0.0,7,0,0.0,2.0,1.0,17.0,A01
201000024044,0.0,1,0,0.0,2.0,0.0,0.0,A01
201500049112,0.0,7,0,0.0,0.0,1.0,0.0,A01
200800032207,0.0,2,0,8.0,0.0,1.0,0.0,A01
200700013150,0.0,1,0,0.0,2.0,7.0,1.0,B02
201500017543,0.0,7,0,0.0,2.0,3.0,1.0,B02
201300013124,0.0,1,0,0.0,0.0,1.0,1.0,B01
200500056666,0.0,2,0,0.0,2.0,5.0,0.0,A01
201200005260,0.0,7,0,0.0,2.0,8.0,13.0,A01
201000023863,0.0,7,0,0.0,2.0,2.0,1.0,C01
201200006406,0.0,7,0,3.0,0.0,2.0,1.0,A01
201400046433,2.0,7,0,0.0,2.0,1.0,2.0,Z01
201500015286,1.0,7,0,0.0,2.0,2.0,5.0,Z01
200900059426,0.0,31,0,0.0,2.0,1.0,19.0,B01
201200031481,0.0,1,0,1.0,0.0,1.0,1.0,A01
200900069903,0.0,7,0,0.0,2.0,1.0,1.0,A01
200900033634,0.0,7,0,8.0,0.0,1.0,13.0,A01
200800038205,0.0,7,0,0.0,2.0,3.0,1.0,A01
201200027725,0.0,7,0,0.0,2.0,4.0,23.0,B01
200500036780,0.0,7,0,0.0,0.0,8.0,0.0,B01
201000068291,0.0,7,0,0.0,2.0,1.0,1.0,B01
201100060080,1.0,30,0,0.0,2.0,7.0,23.0,Z01
200700070972,0.0,30,0,1.0,2.0,1.0,17.0,A01
200700005892,0.0,7,0,0.0,0.0,0.0,0.0,A01
200800022344,0.0,7,0,0.0,2.0,4.0,2.0,B01
200600081631,0.0,7,0,0.0,2.0,1.0,2.0,A01
200500078143,0.0,7,0,0.0,2.0,8.0,15.0,B02
200700011631,0.0,10,0,0.0,2.0,1.0,2.0,B01
200700037423,0.0,7,0,0.0,1.0,1.0,15.0,A01
201300055461,0.0,37,1,0.0,2.0,6.0,23.0,D01
200800057879,0.0,33,0,0.0,2.0,1.0,1.0,B01
201400017745,0.0,7,0,0.0,0.0,8.0,1.0,A01
200800061037,0.0,33,0,0.0,2.0,1.0,2.0,B01
200600046458,0.0,2,0,0.0,2.0,1.0,1.0,B02
200500063613,0.0,7,0,0.0,2.0,2.0,13.0,A01
200700022504,0.0,1,0,0.0,2.0,8.0,11.0,A01
200500042162,0.0,7,0,6.0,0.0,3.0,1.0,A01
200600063124,0.0,5,0,0.0,2.0,2.0,1.0,B01
201100060708,0.0,7,0,0.0,2.0,8.0,15.0,B01
200700020565,0.0,7,0,0.0,2.0,1.0,1.0,A01
200800067142,0.0,14,0,0.0,1.0,7.0,16.0,A01
201500053465,0.0,33,0,0.0,0.0,1.0,1.0,A01
201000064137,0.0,32,0,0.0,2.0,0.0,1.0,B01
200500054878,0.0,7,0,0.0,1.0,4.0,4.0,A01
201000033585,0.0,1,0,0.0,2.0,8.0,1.0,B01
200700004000,0.0,5,0,0.0,1.0,1.0,1.0,A01
200700007703,0.0,7,0,0.0,2.0,1.0,1.0,A01
201300011522,0.0,10,0,2.0,0.0,1.0,1.0,A01
200800026980,0.0,7,0,0.0,2.0,7.0,16.0,B01
200900058135,0.0,32,0,0.0,2.0,1.0,5.0,B01
200900065875,0.0,31,0,0.0,2.0,8.0,3.0,A01
200600002256,0.0,7,0,0.0,2.0,4.0,1.0,B01
200900044680,0.0,7,0,0.0,2.0,7.0,24.0,A01
200500006307,0.0,7,0,0.0,2.0,3.0,2.0,B01
200600059880,0.0,10,0,0.0,2.0,8.0,1.0,A01
201200054494,0.0,7,0,0.0,2.0,3.0,15.0,B01
201300007999,0.0,7,0,0.0,2.0,1.0,6.0,A01
201000012911,0.0,2,0,0.0,2.0,4.0,2.0,A01
200600059810,0.0,10,0,0.0,2.0,1.0,1.0,A01
200600026845,0.0,7,0,0.0,1.0,1.0,1.0,A01
200900009830,0.0,7,0,13.0,0.0,1.0,14.0,A01
201600045239,2.0,7,0,0.0,0.0,0.0,12.0,A01
201400043210,0.0,7,0,0.0,0.0,0.0,0.0,A01
200900021288,0.0,10,0,0.0,2.0,3.0,1.0,B01
200600075658,0.0,7,0,7.0,2.0,1.0,1.0,A01
200500069476,0.0,4,0,0.0,2.0,2.0,2.0,A01
200800002925,1.0,10,0,0.0,2.0,1.0,1.0,A01
200900018909,0.0,10,0,0.0,0.0,4.0,1.0,B01
200700017275,0.0,7,0,0.0,0.0,1.0,1.0,A01
200900054949,0.0,7,0,2.0,6.0,1.0,1.0,A01
200500009869,0.0,7,0,0.0,2.0,3.0,10.0,A01
200700080160,0.0,7,0,0.0,0.0,2.0,2.0,A01
201000055546,0.0,7,0,0.0,2.0,4.0,0.0,A01
200500021789,0.0,5,0,0.0,1.0,1.0,1.0,A01
201200004269,0.0,7,0,0.0,2.0,1.0,1.0,B02
200600010548,0.0,7,0,0.0,2.0,1.0,1.0,A01
201500042099,0.0,7,0,0.0,1.0,2.0,1.0,A01
201000025546,0.0,33,0,1.0,2.0,1.0,1.0,A01
200800077112,0.0,7,0,15.0,0.0,3.0,14.0,A01
201500036622,0.0,7,0,0.0,2.0,4.0,1.0,C01
201500033332,0.0,10,0,0.0,1.0,1.0,1.0,A01
201500006015,0.0,1,0,0.0,2.0,8.0,15.0,B02
200800010201,0.0,7,0,0.0,2.0,8.0,11.0,A01
201600016667,0.0,14,0,0.0,2.0,3.0,15.0,A01
200900031085,0.0,7,0,0.0,2.0,6.0,15.0,A01
200800030022,0.0,7,0,2.0,2.0,2.0,17.0,A01
200700024835,0.0,5,0,0.0,0.0,5.0,1.0,A01
200900006258,1.0,7,0,0.0,2.0,1.0,1.0,A01
201200053211,0.0,7,0,0.0,2.0,1.0,9.0,B01
201300005619,0.0,7,0,0.0,2.0,3.0,5.0,B02
200600038836,0.0,33,0,4.0,0.0,0.0,0.0,A01
200500031797,0.0,5,0,0.0,0.0,0.0,1.0,A01
201200044324,0.0,7,0,0.0,9.0,2.0,2.0,A01
200700014273,0.0,7,0,0.0,2.0,3.0,15.0,B01
200900017957,0.0,7,0,0.0,2.0,1.0,2.0,A01
200900011888,0.0,10,0,0.0,2.0,8.0,11.0,A01
201600025694,0.0,30,0,9.0,0.0,1.0,14.0,A01
201600031302,1.0,33,0,0.0,2.0,2.0,1.0,B01
200700036023,0.0,2,0,0.0,0.0,7.0,1.0,A01
200800021084,0.0,32,0,0.0,2.0,2.0,12.0,B01
201000049903,1.0,7,0,0.0,1.0,0.0,0.0,A01
200500082537,0.0,7,0,0.0,2.0,4.0,1.0,B01
200600041603,0.0,10,0,0.0,0.0,1.0,0.0,A01
201500020226,0.0,33,0,0.0,2.0,8.0,0.0,B02
200500063531,0.0,7,0,0.0,9.0,3.0,15.0,A01
200700057013,0.0,7,0,0.0,2.0,1.0,0.0,C01
201200029902,0.0,30,0,0.0,2.0,1.0,1.0,A01
201500054264,0.0,2,0,0.0,2.0,2.0,1.0,B01
201300047432,0.0,7,0,0.0,0.0,9.0,0.0,A01
200900013278,0.0,2,0,12.0,0.0,2.0,14.0,A01
200800005615,0.0,7,0,0.0,2.0,1.0,2.0,A01
201200021834,1.0,7,0,0.0,1.0,1.0,16.0,Z01
201500048352,0.0,33,0,0.0,2.0,4.0,2.0,B01
200500028146,0.0,7,0,0.0,2.0,4.0,15.0,B01
201000048764,0.0,7,0,0.0,1.0,2.0,1.0,A01
201300035571,0.0,33,0,0.0,0.0,8.0,2.0,A01
201200009160,0.0,33,0,0.0,2.0,3.0,13.0,B02
200800055756,0.0,30,0,6.0,0.0,1.0,19.0,A01
200800052478,0.0,7,0,0.0,1.0,5.0,20.0,A01
201100001124,0.0,7,0,0.0,2.0,1.0,1.0,B02
201200016817,0.0,7,0,0.0,1.0,1.0,1.0,A01
201600009017,2.0,33,0,0.0,2.0,1.0,1.0,A01
200800036914,0.0,7,0,0.0,0.0,8.0,15.0,B02
200700025682,0.0,10,0,0.0,2.0,1.0,1.0,B02
201400056692,0.0,34,0,0.0,2.0,4.0,23.0,B01
201300006243,0.0,10,0,0.0,2.0,3.0,1.0,B02
201600054312,0.0,7,0,0.0,2.0,2.0,15.0,A01
200900000878,0.0,7,0,0.0,2.0,4.0,23.0,C01
200600075736,0.0,7,0,0.0,2.0,1.0,1.0,A01
200800012268,0.0,33,0,0.0,2.0,1.0,1.0,B01
200800035214,0.0,2,0,0.0,1.0,1.0,1.0,A01
201300012303,0.0,7,0,0.0,2.0,3.0,1.0,A01
201200025326,0.0,7,0,8.0,0.0,2.0,9.0,A01
200800032192,0.0,2,0,0.0,2.0,8.0,1.0,B01
201500005493,0.0,7,0,0.0,0.0,0.0,9.0,B02
200500037350,0.0,5,0,0.0,2.0,1.0,1.0,B01
200500035287,0.0,7,0,0.0,2.0,2.0,15.0,A01
201200037833,0.0,7,0,0.0,2.0,3.0,0.0,B01
201300026307,0.0,1,0,0.0,2.0,8.0,19.0,B01
201600039675,1.0,7,0,0.0,1.0,1.0,1.0,A01
201500040358,0.0,1,0,0.0,2.0,1.0,18.0,B01
201400056574,0.0,7,0,11.0,0.0,1.0,13.0,A01
200700044758,0.0,1,0,0.0,2.0,1.0,2.0,A01
200900049406,0.0,7,0,0.0,2.0,6.0,1.0,B01
201500024847,0.0,7,0,0.0,2.0,1.0,16.0,A01
201100054388,0.0,14,0,0.0,2.0,8.0,1.0,C01
200700036230,0.0,7,0,0.0,2.0,0.0,17.0,A01
200500026448,0.0,5,0,0.0,0.0,0.0,0.0,B02
201600059090,1.0,7,0,0.0,2.0,1.0,1.0,A01
201100020614,1.0,2,0,0.0,1.0,0.0,1.0,Z01
201200046095,0.0,7,0,0.0,2.0,4.0,1.0,A01
200600004785,0.0,7,0,0.0,2.0,7.0,19.0,B02
200800006552,0.0,33,0,10.0,0.0,1.0,2.0,A01
200800075214,0.0,7,0,0.0,2.0,3.0,15.0,A01
201000005879,0.0,30,0,0.0,0.0,1.0,1.0,A01
200900015318,0.0,7,0,0.0,2.0,3.0,1.0,B02
201600052018,1.0,7,0,7.0,0.0,1.0,13.0,A01
201400017067,0.0,7,0,0.0,2.0,5.0,2.0,B01
201300025374,0.0,7,0,0.0,2.0,1.0,1.0,B01
200600034350,0.0,7,0,0.0,2.0,1.0,1.0,B01
201000029156,0.0,7,0,0.0,2.0,1.0,1.0,A01
200800038139,0.0,33,0,0.0,2.0,1.0,1.0,B01
201300037032,0.0,7,0,0.0,2.0,8.0,15.0,A01
200800053439,0.0,31,0,0.0,0.0,7.0,1.0,A01
200500017161,0.0,7,0,0.0,1.0,1.0,1.0,A01
201000063203,0.0,7,0,1.0,0.0,1.0,14.0,A01
200800002814,0.0,7,0,0.0,2.0,7.0,1.0,B01
201400057129,0.0,30,0,0.0,2.0,8.0,1.0,A01
201100052933,0.0,7,0,0.0,2.0,3.0,11.0,A01
200500048066,0.0,7,0,2.0,0.0,3.0,13.0,A01
201600011644,2.0,7,0,0.0,2.0,1.0,2.0,B02
200900065653,0.0,14,0,4.0,,7.0,1.0,A01
201000062739,0.0,33,0,0.0,2.0,3.0,17.0,A01
200800070593,0.0,7,0,6.0,2.0,8.0,15.0,B01
200500032035,0.0,5,0,0.0,1.0,1.0,1.0,A01
200800045861,0.0,33,0,0.0,2.0,1.0,0.0,A01
201000015299,0.0,7,0,0.0,2.0,4.0,9.0,A01
201100000969,0.0,7,0,0.0,2.0,1.0,1.0,B02
200900042967,0.0,33,0,0.0,2.0,1.0,1.0,B01
200900003147,1.0,33,0,0.0,2.0,1.0,3.0,Z01
200500023169,0.0,7,0,0.0,2.0,3.0,1.0,C03
201100050810,0.0,7,0,0.0,2.0,8.0,1.0,B01
200500034148,0.0,9,0,0.0,2.0,7.0,15.0,A01
200900014677,0.0,30,0,0.0,0.0,9.0,0.0,A01
200500005090,0.0,4,0,14.0,0.0,1.0,21.0,A01
200800028577,0.0,2,0,0.0,2.0,1.0,1.0,B02
200800055424,0.0,10,0,2.0,0.0,3.0,0.0,A01
201200012228,0.0,7,0,0.0,0.0,4.0,23.0,B02
200600002025,0.0,7,0,0.0,1.0,2.0,2.0,A01
201400058938,0.0,33,0,0.0,2.0,1.0,1.0,B01
201000005330,0.0,33,0,0.0,2.0,1.0,1.0,B02
201400009100,0.0,7,0,16.0,0.0,1.0,1.0,A01
201400007217,0.0,7,0,0.0,2.0,2.0,1.0,A01
201600058098,0.0,7,0,0.0,2.0,4.0,1.0,A01
201200058983,0.0,30,0,0.0,2.0,1.0,1.0,B01
200600053940,0.0,7,0,0.0,2.0,3.0,1.0,A01
201000067011,0.0,10,0,0.0,2.0,8.0,1.0,C01
201200038037,0.0,33,0,0.0,2.0,0.0,1.0,B01
200600011031,0.0,7,0,0.0,2.0,1.0,2.0,B01
201100015766,0.0,7,0,0.0,2.0,1.0,0.0,A01
201000048836,0.0,7,0,0.0,1.0,7.0,0.0,A01
201400018190,0.0,7,0,8.0,0.0,9.0,1.0,A01
200800075653,0.0,10,0,0.0,2.0,0.0,0.0,A01
200600026298,0.0,7,0,0.0,2.0,4.0,23.0,B01
200600008256,0.0,7,0,0.0,2.0,7.0,1.0,B01
201000042149,0.0,7,0,0.0,1.0,1.0,1.0,A01
201200000320,0.0,10,0,0.0,2.0,2.0,1.0,A01
200500067445,0.0,7,0,0.0,1.0,2.0,1.0,A01
201400024855,0.0,2,0,0.0,2.0,7.0,1.0,B01
200600072965,0.0,7,0,0.0,2.0,1.0,1.0,B02
200600021401,0.0,4,0,0.0,2.0,2.0,17.0,A01
201000052418,0.0,7,0,0.0,0.0,0.0,15.0,A01
