Num_Acc,an,mois,jour,hrmn,lum,agg,int,atm,col,com,adr,gps,lat,long,dep
201200056180,12,8,11,1820,1,2,1,1.0,3.0,112.0,"263, AVENUE DAUMESNIL",,,,750
200700077315,7,12,10,1415,1,2,1,8.0,6.0,19.0,"., EUROPE (DE 201 A 215)",,,,290
201000029111,10,5,11,1445,1,2,1,1.0,3.0,281.0,"174, AVE MARCEL DASSAULT",,,,330
201300040561,13,12,4,1630,2,2,3,1.0,3.0,73.0,"37, LIBERTE (RUE DE LA)",,,,920
200700047822,7,8,4,2330,5,2,1,1.0,1.0,227.0,Grande Rue,M,4784800.0,656500,700
201600041038,16,9,4,1910,1,2,1,1.0,2.0,51.0,"6, MARNOIS (NR 1 A 19)",,,,930
201200060703,12,11,11,200,5,2,1,1.0,1.0,4.0,Avenue G?n?ral de Gaulle,G,0.0,0,973
200800077551,8,12,1,1425,1,2,1,1.0,2.0,411.0,"., BOIS DE NEFLES (RUE D",,,,974
201000021385,10,6,18,1815,1,2,2,1.0,2.0,55.0,"179, BD BAILLE",,,,130
201500036964,15,4,17,1645,1,2,1,1.0,6.0,377.0,"7, ROME (RUE DE)",,,,910
201100040073,11,1,21,1810,2,2,1,1.0,2.0,76.0,"1, BLUM (AVENUE LEON)",M,,,710
201200050927,12,10,21,815,1,1,1,2.0,6.0,21.0,A106,M,4876450.0,234355,940
200800056008,8,10,10,1330,1,2,1,1.0,2.0,535.0,RUE DE BROYES,M,4873000.0,372000,510
201500000303,15,7,2,1700,1,2,1,1.0,1.0,14.0,rue du doyen,M,5063973.0,239581,620
201100047747,11,12,13,1935,5,2,9,1.0,3.0,71.0,PEUPLIERS (ALLEE DES),,,,930
200800026778,8,5,22,640,1,1,1,1.0,6.0,665.0,AUTOROUTE A25,,,,590
201000063718,10,12,31,1618,1,2,3,1.0,3.0,114.0,"12, AVENUE DE LA PORTE D",,,,750
201300017742,13,2,23,1845,5,1,1,4.0,6.0,219.0,,M,0.0,0,700
200700006017,7,1,17,745,1,1,1,2.0,3.0,259.0,RD383   11.0044 A 11.460,,,,690
200800051429,8,9,26,345,4,1,1,1.0,6.0,181.0,BONNETABLE STOC (RTE),,,,720
200600065515,6,10,15,1140,1,1,1,1.0,6.0,386.0,ROUTE NATIONALE 352,,,,590
200700004795,7,1,25,1205,1,2,1,1.0,2.0,65.0,"INCONNU, CASSIN (AV.RENE",,,,810
201000010836,10,7,17,1700,1,1,1,1.0,7.0,232.0,,M,4700900.0,343800,580
201400022869,14,4,7,630,2,1,1,1.0,2.0,33.0,26033,M,0.0,0,260
200700055978,7,9,26,745,2,2,1,2.0,3.0,75.0,"42, RUE DE LA TOUR DE GA",,,,330
200500034381,5,6,15,1650,1,2,9,2.0,6.0,378.0,"457, MARNE AVENUE DE LA",,,,590
201400031979,14,7,7,2140,2,2,1,1.0,6.0,628.0,"1, DESSINGES (IMP)",M,5042098.0,287501,620
201300055687,13,8,1,1520,1,2,2,1.0,3.0,120.0,"0, BOULEVARD DAVOUT",,,,750
200800022191,8,4,24,2000,5,2,1,2.0,7.0,111.0,"12, RUE DE MONTREUIL",,,,750
201300025135,13,2,18,840,1,2,4,1.0,3.0,55.0,BONNIN ANDRE (AVENUE),,,,350
201300001527,13,10,29,1700,1,2,1,7.0,6.0,78.0,RUE DU BOURG,M,4926080.0,-163214,500
200900067805,9,10,17,950,1,2,6,1.0,3.0,329.0,"148, RUE DE VILLER",M,4.0,0,540
200600045080,6,8,8,1915,1,2,9,1.0,3.0,46.0,PENNITY,M,0.0,0,290
201000016360,10,2,15,1330,1,2,1,1.0,2.0,88.0,"0, MONT-BORON (BD DU) (J",,,,60
200600051137,6,9,22,1520,1,1,1,1.0,6.0,217.0,"""la roussière""",M,0.0,0,490
200600049199,6,8,13,1630,1,2,2,2.0,4.0,16.0,RTE DES MOULINS  RTE DE,,,,750
200500025837,5,5,11,1845,1,1,1,1.0,2.0,118.0,,M,0.0,0,30
201100002519,11,8,13,1815,1,1,1,3.0,3.0,579.0,,M,4903100.0,-69200,140
200500025586,5,5,17,300,3,1,1,1.0,6.0,125.0,,M,0.0,0,10
201200036630,12,1,21,1500,1,2,1,2.0,3.0,290.0,"0, ROUTE DE GRENOBLE",,,,690
201000067984,10,9,4,1115,1,2,1,1.0,3.0,5.0,"21, AMEDE FENGAROL (RUE)",,,,971
201200029242,12,1,18,1845,1,2,2,1.0,3.0,234.0,FG BANNIER/R 131 REGIMEN,M,4791763.0,189872,450
200900003898,9,2,5,1245,1,2,2,1.0,3.0,304.0,"1, RESISTANCE (AV. DE LA",,,,540
201600036645,16,1,7,1855,5,2,2,1.0,3.0,657.0,ROGER SALENGRO (RUE),M,4870325.0,243452,910
201600046551,16,12,17,308,3,1,1,1.0,2.0,66.0,AUTOROUTE A1,,,,930
200800003205,8,1,9,1535,1,2,2,1.0,3.0,187.0,"20, HUGO (PLACE VICTOR )",,,,420
200900036168,9,5,22,2230,5,1,1,1.0,7.0,66.0,,M,4.0,0,60
201400000915,14,11,7,715,1,1,1,2.0,3.0,30.0,,M,0.0,0,350
200800061500,8,10,13,1850,5,2,1,1.0,6.0,106.0,RUE D ASSAS,,,,750
200600008169,6,2,7,1805,5,1,1,1.0,3.0,555.0,"7, RUE DE QUEVEN",,,,310
201100041545,11,10,31,835,1,2,2,1.0,3.0,445.0,MANOUCHIAN (AVENUE MISSA,M,4858531.0,258056,770
201400019544,14,8,6,955,1,2,1,1.0,6.0,15.0,Voie de l'Europe,M,4564402.0,16165,160
200500036834,5,6,21,2035,1,2,3,1.0,1.0,44.0,"0, GENERAL LECLERC (AV D",,,,940
201600048266,16,1,18,2030,5,2,1,2.0,1.0,34.0,BOUCLE (DE LA),M,,,690
200900071684,9,11,13,1717,5,2,2,1.0,6.0,29.0,GIDE / BARBUSSE,M,4.0,0,930
200600026370,6,5,16,1710,1,2,1,1.0,3.0,555.0,"126, RTE D ESPAGNE",,,,310
201200042494,12,2,23,1615,1,2,1,2.0,3.0,40.0,BD GALLIENI,,,,920
201100029835,11,5,23,2215,5,2,6,1.0,7.0,261.0,TANNEURS (RUE DES),M,4739540.0,67745,370
200500087146,5,11,12,2145,5,1,1,1.0,3.0,210.0,"Lieudit ""Chopotte""",A,0.0,0,972
201600043750,16,10,8,1900,1,2,2,1.0,3.0,78.0,"00, PAIX (BD DE LA)",,,,940
201600058381,16,4,17,1319,1,2,1,1.0,6.0,209.0,"3, RD 41 (ROCADE)",A,0.0,0,972
200800074374,8,12,1,1040,1,1,1,1.0,2.0,23.0,RN186,,,,920
201100012623,11,11,4,1445,1,1,2,1.0,1.0,418.0,,M,0.0,0,110
201300004716,13,1,13,730,3,1,1,1.0,6.0,85.0,26085,M,0.0,0,260
200500055266,5,9,18,1625,1,1,1,1.0,3.0,119.0,CD 263,M,0.0,0,670
201000004188,10,5,26,1900,1,1,1,1.0,7.0,454.0,,M,4462500.0,50200,330
200800004865,8,1,30,940,1,1,1,2.0,3.0,22.0,A86,,,,940
201500018383,15,7,21,1645,1,1,1,1.0,1.0,21.0,,M,4649881.0,429669,710
200900021709,9,4,28,1730,1,1,2,1.0,3.0,243.0,,M,4.0,0,720
200500006607,5,1,4,1930,5,2,2,1.0,6.0,388.0,", AUDIBERT ET LAVIROTTE",,,,690
200800031564,8,6,8,621,2,2,3,1.0,5.0,55.0,JEAN MOULIN (BOULEVARD),,,,130
200500021269,5,4,12,1115,1,2,1,1.0,6.0,681.0,"1, HOTEL DE VILLE. PLACE",,,,760
201500001448,15,7,3,1130,1,1,1,1.0,1.0,637.0,LA BRETONNIERE,M,4895910.0,-118682,500
201000020019,10,9,2,1040,1,2,1,1.0,6.0,4.0,GENERAL LECLERC AVENUE D,,,,130
200600038940,6,7,4,1740,1,2,1,1.0,7.0,55.0,HALLALI ( AVENUE DE L' ),,,,440
201500033079,15,5,21,2112,1,1,1,1.0,6.0,497.0,1 rue MONT RICHARD,M,4633781.0,481852,710
201000043440,10,8,21,2025,1,1,1,1.0,1.0,296.0,DENIS PAPIN (RUE),,,,770
200500030254,5,5,2,1210,1,2,1,1.0,6.0,13.0,BPI GARE IVRY,,,,750
200900029029,9,3,17,1400,1,2,1,1.0,6.0,211.0,"48, DOCTEUR HECKEL (RUE",,,,130
201600039170,16,10,4,850,1,2,3,1.0,5.0,63.0,"****, HUGO (AVENUE VICTO",,,,920
200600061207,6,10,15,500,5,2,1,1.0,6.0,151.0,"07, DE GAULLE (PLACE DU",,,,290
201300031539,13,2,5,1351,1,2,1,1.0,6.0,32.0,"96, MONT-DORE (AVENUE DU",M,4574771.0,307355,630
200900065403,9,11,23,1755,5,2,2,2.0,6.0,351.0,"Nï¿½ant, JEAN JACQUES ROUS",,,,760
201000037175,10,5,17,1350,1,2,2,1.0,3.0,350.0,"90, METZ BOULEVARD",,,,590
201000016540,10,4,17,1615,1,2,1,1.0,5.0,88.0,"0, GRENOBLE (ROUTE DE)",,,,60
200900068694,9,10,4,2115,5,2,2,1.0,3.0,77.0,FALLAY / FRANKLIN,M,4.0,0,930
201200018246,12,10,30,600,3,1,1,2.0,3.0,566.0,,M,0.0,0,600
200800067088,8,11,21,1320,1,2,1,2.0,3.0,374.0,DE GAULLE (AVENUE DU GEN,,,,160
201200025233,12,6,29,1115,1,2,6,1.0,3.0,63.0,QUAI DE LA SOUYS,,,,330
201100061847,11,1,19,120,5,2,5,1.0,7.0,116.0,AVENUE DU PRESIDENT WILS,,,,750
200500021949,5,4,6,1310,1,2,2,2.0,6.0,62.0,"157, REPUBLIQUE (RUE DE",,,,920
200600080110,6,12,16,645,5,1,1,5.0,6.0,550.0,ROCADE A 630,,,,330
201000054440,10,10,21,730,1,2,6,1.0,3.0,127.0,2 rue CHEMIN DE FER,M,4904890.0,203120,950
200500052435,5,8,3,440,5,2,3,1.0,6.0,16.0,AV VICTOR HUGO SQ LAMART,,,,750
200800006978,8,2,18,2130,3,1,1,1.0,7.0,279.0,,M,4228200.0,869300,201
201100007140,11,9,19,100,3,1,1,1.0,6.0,322.0,,M,4468100.0,424300,70
200600008870,6,2,8,1,5,2,2,1.0,1.0,512.0,VOLTAIRE (RUE),,,,590
201400015632,14,10,9,2300,5,2,1,1.0,6.0,55.0,"08, RUE GORDE",M,4328572.0,539924,130
200700043945,7,7,14,1725,1,2,7,1.0,6.0,149.0,"38, JEAN JAURES",,,,690
200800064437,8,11,29,1030,1,2,1,1.0,3.0,93.0,"49, FEART (BOULEVARD)",,,,350
201000064689,10,12,15,1300,1,2,5,1.0,6.0,116.0,"1, PLACE DE BARCELONE",,,,750
200800029434,8,6,9,2100,1,1,1,1.0,6.0,496.0,,M,0.0,0,590
201300017514,13,11,6,2015,3,1,1,1.0,1.0,214.0,,M,4297707.0,121189,90
200800051002,8,9,11,1445,1,2,2,8.0,6.0,26.0,"---, ARISTIDE BRIAND",,,,920
200600066312,6,11,9,1400,1,2,3,1.0,6.0,55.0,"57, JOLIETTE (RUE DE LA)",,,,130
201100002512,11,12,13,1500,1,2,1,1.0,6.0,762.0,rue du g?n?ral LECLERC,M,0.0,0,140
201400029018,14,8,5,1050,1,2,1,1.0,3.0,502.0,AVENUE DES HETRES,M,4911110.0,-106416,500
200800066807,8,11,28,720,2,2,1,2.0,6.0,1.0,"/, EUROPE (AV )",,,,130
201200062100,12,5,5,45,3,2,2,1.0,2.0,16.0,CAYENNE (RUE DE LA),,,,974
200800028973,8,5,18,2230,5,2,6,1.0,6.0,150.0,RD 612 RP DU RANCH,M,0.0,0,340
200500019910,5,4,10,1515,1,2,1,1.0,3.0,203.0,PREVERT (AVENUE JACQUES),,,,500
200800023713,8,5,11,1600,1,2,1,1.0,2.0,380.0,"32, SOURCE (AVENUE DE LA",,,,170
200800046178,8,8,26,1945,1,2,1,1.0,6.0,192.0,RUE DE LA MODE,M,0.0,0,10
201300044014,13,6,28,1520,1,2,1,1.0,7.0,41.0,MARCEL CACHIN (PL),,,,940
201400042307,14,11,22,500,5,2,4,1.0,6.0,31.0,"00, JEAN JAURES (AVENUE)",,,,930
200800033298,8,6,25,2030,1,2,1,1.0,2.0,113.0,"4, DUMAS (BD J.BAPTISTE)",,,,630
201100039672,11,1,5,700,2,2,3,1.0,1.0,276.0,"0, ROUTE DE VIENNE",,,,690
201600012259,16,1,23,1545,1,1,1,8.0,1.0,308.0,,M,5071515.0,195064,620
201000046292,10,7,8,2012,1,1,1,1.0,6.0,65.0,AUTOROUTE A20,M,4580890.0,129782,870
200600060191,6,10,27,2045,3,2,1,1.0,1.0,56.0,route de Grenade,M,4366500.0,137600,310
201000024983,10,7,10,1450,1,2,9,1.0,6.0,279.0,"1, SEMARD ( RUE PIERRE )",M,4722480.0,206219,180
200500029168,5,5,21,1350,1,2,3,1.0,3.0,122.0,NAVES (RUE DE),,,,590
201600018712,16,12,1,15,3,1,1,9.0,7.0,223.0,,M,0.0,0,630
200700031294,7,5,9,900,1,2,1,1.0,6.0,52.0,"nc, STRASBOURG (BD DE)",,,,940
200500055930,5,9,24,1645,1,1,1,1.0,6.0,29.0,,M,0.0,0,410
201300003542,13,3,7,1345,1,2,1,1.0,6.0,44.0,RD 50 RTE DE MONS,M,4360986.0,149992,310
201500049165,15,9,29,1750,1,1,1,1.0,2.0,119.0,ROUTE NATIONALE 230,M,4486547.0,-50383,330
201000042614,10,4,9,550,5,2,3,1.0,3.0,351.0,"néant, EDMOND ROSTAND (I",,,,760
200800045524,8,8,2,220,5,2,1,1.0,6.0,95.0,"64, CHARMEIL (ROUTE DE)",,,,30
200800057772,8,10,4,635,5,1,1,1.0,6.0,555.0,VA007553 A61,,,,310
201400022744,14,9,3,1240,1,2,1,1.0,3.0,189.0,FAITA VINCENT (RUE),,,,300
200800073009,8,12,18,930,1,2,1,8.0,6.0,57.0,JAURES (AV. JEAN) 76 A 1,,,,930
200600079829,6,12,18,2115,5,1,1,1.0,2.0,252.0,AUTOROUTE A115,,,,950
201500039404,15,6,17,1800,1,2,3,1.0,3.0,73.0,"21, RIVIERE (RUE DU COMM",,,,920
200700045645,7,7,16,2020,4,2,1,3.0,2.0,101.0,"99, RUE DE RIVOLI",,,,750
200900012491,9,7,8,2000,1,2,1,1.0,6.0,120.0,BOULEVARD PERIPHERIQUE I,,,,750
201500009465,15,5,23,1200,1,1,1,1.0,6.0,162.0,,M,0.0,0,180
200500002333,5,1,30,2000,5,2,1,2.0,1.0,202.0,BOURRAN (AVENUE DE),,,,120
201500029217,15,1,3,615,5,1,1,2.0,2.0,616.0,"40, PAUL LANGEVIN (AVENU",M,4914353.0,620106,570
201100025132,11,2,26,752,2,2,1,1.0,6.0,229.0,"sans, RESISTANCE (AVENUE",M,4845060.0,146381,280
200600023884,6,5,12,2030,1,1,1,8.0,7.0,150.0,"""la Côte""",M,0.0,0,190
201500017685,15,7,17,1430,1,2,1,1.0,6.0,575.0,rue Pasteur,M,0.0,0,20
201500055918,15,7,31,1120,1,2,1,1.0,2.0,112.0,BOULEVARD PERIPHERIQUE I,,,,750
201100052350,11,5,11,1620,2,2,2,1.0,3.0,574.0,AV DU GENERAL LECLERC,M,4900430.0,226050,950
200800051453,8,9,2,1820,1,1,1,2.0,4.0,565.0,RD 915,,,,760
201000019617,10,11,24,1000,2,1,1,4.0,6.0,471.0,,M,0.0,0,390
201200041227,12,2,2,1920,3,1,1,1.0,1.0,477.0,CD 36,,,,910
200800025922,8,5,10,655,1,2,6,1.0,3.0,12.0,PONT DE BILLANCOURT (PLA,,,,920
200900046647,9,11,3,1330,1,1,1,2.0,5.0,390.0,,M,0.0,0,10
201000068692,10,9,26,955,1,1,1,1.0,6.0,2.0,ROUTE NATIONALE III,,,,973
201400009850,14,7,17,1030,1,2,2,1.0,3.0,281.0,RUE  LEON BRULE,M,0.0,0,370
201100053981,11,9,7,1510,1,1,1,1.0,6.0,18.0,A15,,,,950
200900005611,9,5,14,1915,1,2,1,1.0,4.0,118.0,PORTE DE CLIGNANCOURT,,,,750
201500027449,15,2,7,1913,5,2,6,1.0,7.0,7.0,rue RABELAIS,M,4746468.0,-54873,490
200700041921,7,7,30,1840,1,2,1,1.0,6.0,88.0,"38, CYRNOS (AV. ET ESC.)",,,,60
200800046859,8,8,17,830,1,1,1,1.0,7.0,161.0,,M,4749900.0,-204700,440
200600057623,6,9,29,1400,1,2,3,1.0,6.0,381.0,"1, JEAN MOULIN",,,,690
200900001393,9,1,2,1730,1,2,1,7.0,6.0,80.0,AVENUE CONTURIE,,,,480
200700019706,7,4,1,1830,1,2,1,1.0,3.0,546.0,route d'Arbois,M,0.0,0,390
200700005269,7,1,17,1002,1,2,1,8.0,2.0,1.0,"43, FELIX FAURE (BLD) =>",,,,930
200700016841,7,3,3,1917,5,2,1,1.0,6.0,158.0,"néant, SPORTS (RUE DES)",,,,780
200700031000,7,5,30,1500,1,2,1,1.0,6.0,29.0,"24, MARCEAU (AVENUE) N°",,,,930
201500024089,15,12,15,840,1,2,1,1.0,6.0,192.0,RUE DU MOULINEAU,M,4477240.0,-60174,330
200600037398,6,6,23,1325,1,2,1,1.0,3.0,383.0,"36, DAUPHINE (DU)",,,,690
200900033374,9,6,5,1625,1,2,1,1.0,6.0,672.0,"0, MERLIN (AVENUE) - IMP",,,,570
201600052037,16,5,17,1740,1,2,1,1.0,3.0,107.0,"37, QUAI D ORSAY",M,4886280.0,231230,750
201400038356,14,9,30,1520,1,2,2,1.0,3.0,174.0,LEON BLUM (av),,,,910
200900046610,9,10,29,1800,3,1,1,1.0,3.0,54.0,,M,0.0,0,10
200600078916,6,12,14,900,1,2,1,1.0,6.0,85.0,"15, CHURCHILL WINSTON (P",,,,870
201400036815,14,1,17,1535,1,2,1,1.0,6.0,62.0,FRERES LUMIERES (RUE DES,M,4314117.0,603166,830
201500008497,15,5,25,845,1,1,1,1.0,6.0,341.0,,M,0.0,0,300
201200043186,12,11,30,915,1,2,1,1.0,2.0,62.0,"27, DE DION BOUTON (QUAI",,,,920
201500009397,15,11,14,1145,1,1,2,1.0,3.0,199.0,D 150/VC 3,M,4788539.0,292197,450
201000045011,10,8,20,1300,1,1,3,1.0,1.0,50.0,RD 54,,,,830
201100001694,11,5,13,1800,1,1,9,1.0,3.0,68.0,,M,0.0,0,350
201000064745,10,2,2,855,1,2,3,2.0,6.0,117.0,"168, RUE CARDINET",,,,750
201300046238,13,7,9,1235,1,1,1,1.0,2.0,351.0,RN 104,,,,950
201000048831,10,6,29,1700,1,2,3,1.0,5.0,44.0,"45, VILLIERS(RUE DE)  2A",,,,920
200900043738,9,5,26,920,1,2,2,1.0,3.0,549.0,REPUBLIQUE (AVENUE DE LA,,,,910
200800067516,8,11,27,1225,1,1,1,1.0,3.0,751.0,Autoroute A31,,,,570
200600068931,6,11,20,1140,1,2,1,2.0,6.0,19.0,184 AV JEAN JAURES,,,,750
200800064083,8,11,6,2030,5,2,1,2.0,7.0,570.0,PRIN (AVENUE JEANNETTE),,,,620
201400037526,14,2,17,835,1,1,1,1.0,4.0,85.0,"38, RD941 (OUEST)",,,,870
200900034222,9,3,28,1800,1,2,1,2.0,6.0,40.0,"17, AUGUSTE GERVAIS",,,,920
200600016129,6,3,28,1630,1,2,1,1.0,1.0,363.0,CD519,M,4535100.0,508800,380
200500078740,5,12,11,1215,1,1,1,1.0,1.0,364.0,,M,0.0,0,540
201400053146,14,3,6,1900,2,2,1,1.0,3.0,108.0,PLACE DE LA CONCORDE,,,,750
200900072057,9,5,24,1810,1,2,1,1.0,1.0,45.0,"PV, RUE DES MOUTONS",M,0.0,0,670
200600033763,6,6,28,1127,1,2,1,1.0,7.0,63.0,"15, THOREZ (AV MAURICE)",,,,360
201300022581,13,7,7,445,3,1,1,1.0,7.0,186.0,,M,0.0,0,230
200600079546,6,12,3,1325,1,2,1,1.0,2.0,38.0,PAUL HOCHART (R),,,,940
201600020545,16,7,25,900,1,1,1,1.0,3.0,200.0,,M,0.0,0,720
200900061478,9,12,19,2155,5,1,1,1.0,6.0,7.0,"6, Andrï¿½ RICHAUD (rue)",,,,840
201000063943,10,6,25,1155,1,2,1,1.0,2.0,115.0,"S-8401, QUAI D ISSY LES",,,,750
201600032345,16,2,11,1345,1,2,1,1.0,1.0,482.0,"8, RICHARD WAGNER (RUE)",M,4858790.0,777362,670
200600068455,6,11,15,2320,5,2,1,1.0,6.0,12.0,VERDUN (AVENUE DE),,,,740
201000031203,10,12,3,1500,1,2,3,1.0,3.0,55.0,RD 463,,,,350
201400049183,14,5,29,2100,5,2,6,1.0,3.0,33.0,CAPITAINE THEN,M,0.0,0,202
200600052114,6,9,23,400,3,1,1,1.0,7.0,308.0,,M,4819400.0,344600,890
200900065100,9,12,16,815,5,2,3,1.0,2.0,238.0,PAPU/L.GUILLOUX,M,4.0,-,350
200500046719,5,7,13,1950,1,2,1,1.0,6.0,7.0,SAINT MICHEL (Boulevard),,,,840
201500052655,15,3,5,1025,1,2,1,1.0,6.0,112.0,"50, RUE DE PICPUS",,,,750
201500041546,15,3,1,1800,1,2,3,1.0,3.0,71.0,"0, RONSARD (IMPASSE)",,,,930
201400059609,14,1,5,1410,1,2,1,1.0,2.0,16.0,"SANS, DELISLES (ROUTE HU",R,0.0,0,974
200900060846,9,8,30,1007,1,2,1,1.0,1.0,563.0,"., BETHUNE (CHE DE)",,,,620
201100037980,11,2,26,2245,5,2,3,2.0,3.0,348.0,AV JEAN MERMOZ/PAIX,M,4332460.0,-37953,640
200800036078,8,7,9,1045,1,1,1,7.0,3.0,33.0,,M,4990000.0,286100,800
200700051072,7,8,4,1250,1,2,2,1.0,3.0,9.0,"NR, CHARLES-DE-GAULLE (",,,,920
201400034250,14,10,18,1255,1,2,2,1.0,6.0,266.0,"211, COURS EMILE ZOLA",,,,690
201000048625,10,1,27,2105,5,2,2,1.0,3.0,36.0,"0, VICTOR HUGO (RUE) (1)",,,,920
200600060253,6,10,1,1820,2,1,1,8.0,3.0,61.0,RN 85,,,,50
201400051982,14,1,25,1050,1,2,2,8.0,7.0,103.0,"24, RUE BEAUBOURG",,,,750
201100017213,11,8,31,1930,2,1,4,2.0,3.0,43.0,,M,0.0,0,690
201100027695,11,7,1,1555,1,2,1,1.0,4.0,249.0,"9, AVE DE PARIS",,,,330
201200045561,12,6,9,1125,1,2,1,1.0,1.0,66.0,MOULIN JEAN (AVENUE) NR,M,4893990.0,236278,930
201200021875,12,5,29,1545,1,2,3,1.0,2.0,113.0,Rues E. RENAN/BUTTES,M,4873264.0,-346079,220
200500060553,5,9,9,1610,1,2,3,1.0,5.0,498.0,EISENHOWER AV DU GENERAL,,,,780
200900062772,9,8,7,1210,1,2,3,1.0,3.0,646.0,R ETATS GENERAUX/GENDARM,M,4.0,0,780
201100039083,11,9,14,1205,1,2,3,1.0,3.0,482.0,"0, PALERME (RUE DE)",,,,670
200600039322,6,7,12,1320,1,1,3,1.0,3.0,143.0,KENNEDY (RUE DU PRESIDEN,,,,590
200900046014,9,10,7,1945,5,2,1,2.0,3.0,5.0,RUE FLORIMONT ROBERTET,M,4.0,0,280
200500033417,5,6,24,1748,1,2,3,1.0,3.0,555.0,"20, BONAMY (RUE PAUL) DU",,,,310
200500063765,5,10,29,1915,3,1,1,1.0,1.0,362.0,,M,0.0,0,680
200700078513,7,12,9,1910,5,2,3,3.0,3.0,270.0,"109, REPUBLIQUE (RUE DE",,,,620
201000006385,10,7,28,1630,1,1,1,1.0,7.0,462.0,,M,4374700.0,33955,320
201000011275,10,8,15,200,5,2,1,3.0,6.0,220.0,34 rue de l'eglise,M,4712100.0,602500,250
200700065562,7,10,1,1625,1,2,3,1.0,1.0,8.0,"23, STALINGRAD (IMPASSE",,,,930
200500044821,5,7,14,725,1,2,2,1.0,1.0,187.0,"20, PAPIN (RUE DENIS)",,,,420
200900072189,9,6,28,2025,1,2,1,1.0,6.0,482.0,"SPV, 113 RTE DES ROMAINS",M,0.0,0,670
200800068570,8,12,15,1640,2,1,1,1.0,3.0,39.0,,M,0.0,0,20
200900010625,9,3,6,1309,1,2,1,1.0,3.0,431.0,"1382, ARMENTIERES  (RUE",,,,590
200700018521,7,4,10,1220,1,1,1,1.0,4.0,213.0,RN330,M,0.0,0,600
200500074479,5,11,30,1850,5,2,1,1.0,6.0,427.0,MONTPENCHER (R),,,,620
201600024928,16,12,14,1418,1,2,1,1.0,6.0,55.0,"10, BREIL (RUE DU)",M,4809491.0,-162927,350
200800005527,8,1,16,1934,2,2,1,2.0,2.0,111.0,BOULEVARD VOLTAIRE,,,,750
201100051686,11,5,12,420,5,1,1,1.0,2.0,77.0,R CHARLES NUNGESSER,M,4873270.0,240016,940
201200034538,12,7,23,2345,5,2,1,1.0,6.0,122.0,35 BIS AV DE LA MARNE,,,,640
200500022024,5,4,25,2000,1,2,4,1.0,6.0,29.0,PAUL VAILLANT COUTURIER,,,,930
200700057616,7,9,19,1618,1,2,9,1.0,3.0,498.0,"07, PONT ANCIEN RUE DU",,,,780
201100005636,11,5,14,1345,1,1,1,2.0,5.0,61.0,TUNNEL DE BONNEL,M,4520620.0,167501,190
200700068609,7,11,28,1830,5,2,1,3.0,6.0,19.0,"., EUROPE (DE 161 A 199)",,,,290
201500029265,15,6,15,1820,1,2,3,1.0,6.0,463.0,"20, COETLOSQUET (RUE DU",M,4911544.0,617391,570
200900023035,9,5,27,1911,1,1,1,1.0,3.0,69.0,BERRIAC -ROUTE DE-,,,,110
200800038578,8,7,23,1300,1,2,6,1.0,3.0,2.0,"16, LEI RIMA (AVENUE)",,,,130
201000046398,10,9,29,1206,1,2,1,1.0,6.0,85.0,"12, SEMARD (RUE PIERRE)",,,,870
201000031590,10,3,23,1340,1,2,2,1.0,1.0,208.0,CARNOT (QUAI SADI),M,4736830.0,73338,370
201200026259,12,9,27,720,2,2,1,1.0,3.0,172.0,"sans, TOULOUSE (AVENUE D",M,4359524.0,386195,340
201200010602,12,3,12,2000,5,2,1,1.0,3.0,30.0,"325, BUFFON (RUE DE)",,,,60
201100048147,11,5,3,1235,1,2,2,1.0,3.0,14.0,GAGNY / AUDIN,,,,930
201000055650,10,5,20,2350,4,1,1,1.0,3.0,277.0,AUTOROUTE A3,,,,950
200500009189,5,2,5,2200,3,2,1,1.0,6.0,351.0,LOUIS BLERIOT,,,,760
200600050194,6,8,14,1855,1,2,1,1.0,7.0,43.0,"25, CHARLES GIDE (AV)",,,,940
201400045428,14,5,15,2110,1,2,3,1.0,3.0,80.0,PARIS / MARIGNY,M,4884460.0,243875,940
200900068571,9,8,7,930,1,2,1,1.0,2.0,217.0,GAMBETTA (AVENUE),,,,760
200600057084,6,9,13,805,2,2,1,1.0,3.0,36.0,"125, LOUIS ROCHE (AVENUE",,,,920
201600040064,16,7,2,1410,1,2,3,1.0,3.0,57.0,HUGO (AV. VICTOR),,,,930
201000042107,10,6,29,1150,1,2,1,1.0,2.0,306.0,"3, CLUNY (RUE DE)",,,,710
201100013006,11,12,2,1700,1,1,1,1.0,1.0,86.0,,M,4465000.0,389500,480
201600034749,16,5,10,1600,1,2,2,2.0,6.0,646.0,MARECHAL FOCH (RUE DU),M,4880810.0,213219,780
201100057262,11,6,26,1120,1,2,1,1.0,3.0,389.0,"22, RUE DU CHAPEAU ROUGE",,,,690
201600039270,16,10,24,1410,1,2,1,2.0,7.0,64.0,"6/8, FRANCIS CHAVETON",,,,920
200700034651,7,6,11,1630,1,2,1,1.0,3.0,55.0,FENOUIL (BOULEVARD),,,,130
200900044958,9,5,15,2155,5,2,3,1.0,3.0,24.0,"34, LANDY (RUE DU) DE (1",,,,920
201000023331,10,1,26,840,2,2,2,8.0,3.0,271.0,"0, HARCOURT (ROUTE D')",M,4914500.0,-37386,140
201400029141,14,3,28,1000,1,2,1,1.0,3.0,448.0,"1, LOUBERT (AVENUE DE)",M,4864726.0,496531,520
